student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year,addr_postal,addr_city,addr_district
443,Unknown,18,Female,69.0,+0013634269766,Meyershire,Unknown,1995-12-07 14:03:00,Unknown,0.0,active,0.0,  excellent  ,297.0,,"721 Ball Camp Suite 246, Hernandeztown","['official', 'choice']",1.0,3.0,3.0,"['green', 'again']",0.0,883.0,1290.0,laptop,Dell,2024.0,phone,Xiaomi,2021.0,Unknown,Hernandeztown,Unknown
444,Unknown,19,Unknown,0.0,+8401183990,East Brianport,Unknown,,Unknown,0.0,active,3.07,None,213.0,,"Apartment 44, East Michele district, Tashkent, UZ, 100459","['leader', 'everything']",5.0,4.0,5.0,"['public', 'level']",4.0,1489.0,423.0,laptop,HP,2024.0,phone,Apple,2019.0,100459,Tashkent, East Michele district
445,Nathan Bell ,20,Unknown,0.0,+13845418009,West Tylerport,Unknown,2008-05-23 21:21:36,Python,0.0,active,0.0,average,192.0,2017-12-05 00:00:00,"5951 Richard Common, Wilsonview","['what', 'sometimes']",2.0,4.0,2.0,"['dinner', 'where']",4.0,720.0,814.0,laptop,HP,2019.0,phone,Apple,2024.0,Unknown,Wilsonview,Unknown
446,Michael Delgado ,18,Unknown,92.0,+7570816072,East Michelle,lbailey@gmail.com,2024-01-17 11:00:00,Unknown,95.0,pending,0.0,excellent,215.0,,"BROKEN,ADDRESS,DATA,,,","['article', 'west']",3.0,1.0,1.0,"['call', 'edge']",3.0,1085.0,1135.0,laptop,HP,2015.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
447,Brandy King ,0,Unknown,81.0,Unknown,East Mark,Unknown,1997-07-11 00:00:00,Unknown,0.0,active,0.0,  excellent  ,117.0,1983-12-01 00:00:00,"39753 Emily Harbors, North Danielleview","['center', 'benefit']",3.0,4.0,4.0,"['still', 'piece']",4.0,669.0,732.0,laptop,Dell,2023.0,phone,Apple,2018.0,39753,North Danielleview,Unknown
448,Karen Martinez ,0,Unknown,70.0,Unknown,Owenfort,Unknown,1976-05-18 00:00:00,Python,60.0,pending,0.0,None,252.0,,UZ 100447 Tashkent New Kevin,,,,,,,,,,,,,,,100447,Unknown,Unknown
449,Jeffery Miller ,20,Unknown,71.0,+3054362371,Thomasstad,Unknown,,Data Science,0.0,pending,0.0,None,251.0,1980-12-01 20:14:00,"BROKEN,ADDRESS,DATA,,,","['assume', 'assume']",5.0,5.0,5.0,"['the', 'front']",0.0,976.0,689.0,laptop,Dell,2024.0,phone,Apple,2018.0,Unknown,Unknown,Unknown
450,Daniel Murphy,19,Unknown,70.0,Unknown,Lake Nathan,joseph15@may-martinez.info,2025-11-12 00:00:00,Unknown,97.0,pending,0.0,  excellent  ,243.0,2019-04-05 00:00:00,"BROKEN,ADDRESS,DATA,,,","['raise', 'skill']",5.0,3.0,2.0,"['personal', 'long']",1.0,491.0,799.0,laptop,Lenovo,2017.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
451,Amber Brooks,21,Female,69.0,+0011923853074,East Don,richard36@gmail.com,1991-11-09 00:00:00,Data Science,0.0,pending,0.0,  excellent  ,193.0,2018-02-06 00:00:00,"Lake David 11-kv, dom 11, Tashkent","['hour', 'ready']",1.0,5.0,1.0,"['once', 'general']",4.0,693.0,444.0,laptop,Lenovo,2021.0,phone,Xiaomi,2023.0,Unknown,Tashkent,Unknown
452,Anna Ayers ,22,Unknown,63.0,+1012705764,Lake Kim,Unknown,1974-12-02 00:00:00,Unknown,0.0,inactive,0.0,  excellent  ,235.0,2001-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
453,Julie Flores ,18,Unknown,0.0,+3635720111,North Josephchester,Unknown,2007-02-14 00:00:00,Unknown,0.0,active,0.0,excellent,12200.0,2014-10-09 12:03:00,UZ 100779 Tashkent Sophiashire,,,,,,,,,,,,,,,100779,Unknown,Unknown
454,Michael Riley,0,Unknown,0.0,+15453082963,Jamesside,bnewman@edwards.net,1985-02-12 00:00:00,Python,0.0,active,0.0,average,19800.0,,"South Jonathanview 11-kv, dom 15, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
455,Emily Ray ,22,Female,0.0,+18430547914,North Christopherton,Unknown,1997-05-10 12:19:37,Unknown,0.0,active,0.0,excellent,184.0,1998-03-18 21:57:58,UZ 100680 Tashkent Cartermouth,"['may', 'challenge']",5.0,2.0,4.0,"['wife', 'mouth']",0.0,1386.0,1411.0,laptop,Lenovo,2015.0,phone,Xiaomi,2019.0,100680,Unknown,Unknown
456,Unknown,0,Unknown,63.0,Unknown,Perezmouth,Unknown,2004-12-05 00:00:00,Unknown,84.0,active,0.0,good,18900.0,2019-07-22 17:48:42,"11041 Kristen Mountain, Stewartshire",,,,,,,,,,,,,,,11041,Stewartshire,Unknown
457,Wendy Williams,20,Female,54.0,+2544662154,Port Luisstad,rogershannah@calderon-romero.com,2010-09-17 20:25:00,Unknown,72.0,pending,0.0,None,279.0,2003-06-22 09:06:00,"New Katherine 17-kv, dom 14, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
458,Steven Gray ,18,Male,93.0,+12311405276,Rogerville,Unknown,1993-09-08 11:26:29,Python,84.0,inactive,0.0,excellent,21400.0,2020-02-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","['garden', 'Mrs']",4.0,2.0,5.0,"['ten', 'safe']",1.0,819.0,1374.0,laptop,Lenovo,2022.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
459,Melanie Kline ,0,Female,91.0,+0961195797,Rodriguezborough,Unknown,1972-10-28 00:00:00,Unknown,0.0,pending,0.0,  excellent  ,29000.0,2025-08-15 00:00:00,UZ 100349 Tashkent Bryantmouth,"['throw', 'free']",2.0,2.0,4.0,"['identify', 'network']",5.0,1179.0,918.0,laptop,HP,2016.0,phone,Xiaomi,2022.0,100349,Unknown,Unknown
460,Unknown,20,Unknown,66.0,+14965194828,West Frankfurt,krystal72@hotmail.com,1981-04-29 17:52:19,Unknown,0.0,inactive,0.0,  excellent  ,124.0,1970-10-13 21:54:00,"4044 Ashley Canyon Suite 093, Eugenebury","['Democrat', 'ago']",1.0,2.0,3.0,"['fall', 'nor']",4.0,769.0,1087.0,laptop,Lenovo,2016.0,phone,Samsung,2023.0,Unknown,Eugenebury,Unknown
461,Unknown,20,Male,77.0,Unknown,East Morgan,christine49@hoffman-edwards.org,1998-01-08 00:00:00,Unknown,0.0,pending,0.0,None,17300.0,,"Apartment 31, New Tristanstad district, Tashkent, UZ, 100639","['defense', 'on']",5.0,1.0,3.0,"['argue', 'establish']",3.0,1233.0,1205.0,laptop,HP,2022.0,phone,Samsung,2022.0,100639,Tashkent, New Tristanstad district
462,Andrea Clark,22,Unknown,0.0,+17407341280,Santosborough,alisha02@fisher-frye.net,,Unknown,0.0,pending,0.0,excellent,20100.0,1999-03-21 00:00:00,"37125 Harris Ridges, Feliciahaven",,,,,,,,,,,,,,,37125,Feliciahaven,Unknown
463,Unknown,0,Male,0.0,+8258431868,Teresaton,Unknown,,Data Science,0.0,active,0.0,  excellent  ,151.0,2025-11-01 07:48:18,"Apartment 17, East Melanieton district, Tashkent, UZ, 100892","['for', 'program']",5.0,2.0,3.0,"['front', 'get']",3.0,844.0,1300.0,laptop,Dell,2019.0,phone,Samsung,2018.0,100892,Tashkent, East Melanieton district
464,Unknown,18,Female,62.0,+0011864630034,New Jessica,Unknown,2023-09-19 00:00:00,Data Science,0.0,active,0.0,excellent,121.0,1988-10-09 19:54:50,"6619 Mills Island Suite 519, East Richard","['garden', 'language']",2.0,1.0,2.0,"['gas', 'eye']",5.0,335.0,260.0,laptop,Dell,2024.0,phone,Samsung,2022.0,Unknown,East Richard,Unknown
465,Katelyn Houston ,0,Female,0.0,Unknown,Lauramouth,Unknown,1972-08-21 00:00:00,Unknown,0.0,active,0.0,None,279.0,2010-10-15 11:08:44,"82258 Ward Vista, Trevorport","['sport', 'others']",3.0,2.0,1.0,"['the', 'appear']",2.0,1376.0,1310.0,laptop,Lenovo,2016.0,phone,Apple,2021.0,82258,Trevorport,Unknown
466,Cody Russell,0,Male,73.0,+7788897511,Powellfurt,Unknown,2000-09-17 00:00:00,Unknown,0.0,pending,0.0,good,138.0,1998-04-01 00:00:00,"Apartment 17, Davidview district, Tashkent, UZ, 100309",,,,,,,,,,,,,,,100309,Tashkent, Davidview district
467,Maria Glass,0,Male,74.0,+2016719931,Port Katieville,Unknown,1976-12-16 01:17:00,Unknown,0.0,inactive,0.0,None,202.0,,"59092 Strickland Road Apt. 407, Torresville","['picture', 'election']",4.0,4.0,4.0,"['difficult', 'gas']",4.0,1262.0,379.0,laptop,HP,2024.0,phone,Samsung,2021.0,59092,Torresville,Unknown
468,Unknown,0,Male,93.0,+2466400420,Christopherport,Unknown,,Data Science,0.0,active,0.0,  excellent  ,107.0,,"49187 Holland Crossing Apt. 560, Valenzuelachester","['take', 'approach']",4.0,4.0,2.0,"['increase', 'where']",1.0,508.0,811.0,laptop,Lenovo,2017.0,phone,Samsung,2024.0,49187,Valenzuelachester,Unknown
469,Aaron Lee,19,Male,0.0,+18723615837,West Charlesville,Unknown,1996-02-05 00:00:00,Data Science,0.0,inactive,0.0,good,12000.0,,"BROKEN,ADDRESS,DATA,,,","['last', 'them']",4.0,5.0,5.0,"['economy', 'life']",1.0,815.0,517.0,laptop,Lenovo,2021.0,phone,Xiaomi,2023.0,Unknown,Unknown,Unknown
470,Nichole Woods ,21,Male,0.0,+0018756343708,Fosterburgh,rmartin@gmail.com,,Data Science,76.0,active,0.0,excellent,166.0,1973-09-29 03:55:32,"Apartment 42, South Robertchester district, Tashkent, UZ, 100965","['buy', 'word']",2.0,2.0,5.0,"['listen', 'news']",0.0,614.0,506.0,laptop,Lenovo,2022.0,phone,Apple,2024.0,100965,Tashkent, South Robertchester district
471,Edward Morse,20,Unknown,0.0,+6805358205,Lake Johnborough,Unknown,2013-06-08 00:00:00,Python,0.0,active,0.0,average,159.0,2008-01-29 04:02:00,"Apartment 18, West Javierborough district, Tashkent, UZ, 100982","['cover', 'night']",1.0,2.0,5.0,"['know', 'himself']",1.0,901.0,1349.0,laptop,HP,2024.0,phone,Xiaomi,2021.0,100982,Tashkent, West Javierborough district
472,Unknown,18,Unknown,82.0,Unknown,Thompsonburgh,Unknown,2002-03-09 00:00:00,Unknown,0.0,inactive,0.0,average,127.0,1979-06-06 00:00:00,"Apartment 8, Brownberg district, Tashkent, UZ, 100457",,,,,,,,,,,,,,,100457,Tashkent, Brownberg district
473,Unknown,18,Male,61.0,+4205389587,Lake Michael,Unknown,1974-12-02 00:00:00,Data Science,0.0,pending,0.0,None,289.0,2000-02-28 10:55:00,"New Chris 4-kv, dom 21, Tashkent","['data', 'style']",5.0,2.0,3.0,"['the', 'house']",0.0,1484.0,354.0,laptop,Dell,2022.0,phone,Apple,2021.0,Unknown,Tashkent,Unknown
474,Alexandra Pena ,20,Male,0.0,Unknown,Port Martin,Unknown,,Unknown,0.0,pending,0.0,good,204.0,2003-04-23 00:00:00,"South Vickieport 14-kv, dom 38, Tashkent","['already', 'your']",5.0,4.0,1.0,"['hit', 'ok']",0.0,391.0,1386.0,laptop,Dell,2016.0,phone,Xiaomi,2018.0,Unknown,Tashkent,Unknown
475,Susan Evans ,19,Female,0.0,+8408713220,West Zacharyview,Unknown,1983-01-31 00:00:00,Python,0.0,active,0.0,good,287.0,1979-12-25 00:00:00,"Port Christineton 29-kv, dom 1, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
476,Unknown,20,Unknown,68.0,Unknown,Lowehaven,annafields@rivera-erickson.com,2023-03-17 00:00:00,Unknown,0.0,pending,0.0,  excellent  ,15900.0,1984-07-05 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
477,Amanda Evans ,20,Unknown,60.0,+0012510530173,Colleenburgh,Unknown,1970-08-01 00:00:00,Unknown,0.0,inactive,0.0,excellent,209.0,2020-09-07 00:00:00,"BROKEN,ADDRESS,DATA,,,","['medical', 'him']",2.0,4.0,3.0,"['subject', 'kind']",0.0,1007.0,1042.0,laptop,Dell,2017.0,phone,Xiaomi,2023.0,Unknown,Unknown,Unknown
478,Jason Michael ,20,Male,83.0,+13119133615,West Jessefurt,vmurphy@baker.com,1979-02-06 00:00:00,Data Science,0.0,active,0.0,excellent,169.0,2003-12-10 00:00:00,"Apartment 45, Wilsonmouth district, Tashkent, UZ, 100904","['they', 'ball']",1.0,1.0,1.0,"['if', 'eye']",1.0,213.0,255.0,laptop,HP,2024.0,phone,Xiaomi,2021.0,100904,Tashkent, Wilsonmouth district
479,Brian Weiss,21,Male,0.0,+3256983868,East Stephanie,Unknown,1995-03-12 07:15:00,Data Science,0.0,active,0.0,average,290.0,1978-02-06 06:25:00,"386 Stanley Club Suite 051, West Dawn","['Democrat', 'property']",2.0,1.0,1.0,"['growth', 'member']",1.0,226.0,559.0,laptop,Dell,2016.0,phone,Samsung,2019.0,Unknown,West Dawn,Unknown
480,Unknown,18,Female,0.0,+0397282149,East Thomasview,christopher88@hotmail.com,2015-02-19 19:05:00,Unknown,0.0,active,0.0,  excellent  ,8000.0,1986-05-20 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
481,Michael Horn ,18,Male,93.0,+11428710815,East Rodney,Unknown,1970-05-10 00:00:00,Unknown,71.0,pending,0.0,excellent,259.0,,UZ 100575 Tashkent Peterland,"['south', 'positive']",3.0,1.0,1.0,"['effort', 'condition']",3.0,1277.0,466.0,laptop,Lenovo,2021.0,phone,Samsung,2019.0,100575,Unknown,Unknown
482,Kimberly Douglas,0,Male,0.0,+0014047736044,Gregoryton,Unknown,2023-04-01 20:43:00,Python,78.0,pending,3.64,excellent,98.0,1972-10-18 23:00:00,UZ 100278 Tashkent New Calvinstad,"['its', 'cultural']",3.0,3.0,2.0,"['east', 'while']",0.0,463.0,839.0,laptop,Lenovo,2018.0,phone,Samsung,2020.0,100278,Unknown,Unknown
483,Matthew Moore ,22,Unknown,76.0,+8382537573,Cooperland,Unknown,1985-06-07 23:50:00,Unknown,89.0,active,3.62,excellent,231.0,1984-06-26 00:00:00,"Apartment 30, Lake Johnland district, Tashkent, UZ, 100801","['same', 'through']",3.0,1.0,1.0,"['fall', 'inside']",1.0,685.0,1114.0,laptop,Dell,2018.0,phone,Xiaomi,2024.0,100801,Tashkent, Lake Johnland district
484,Unknown,0,Male,85.0,+0183962474,Snowside,hnorton@gmail.com,2011-11-05 00:00:00,Unknown,94.0,active,0.0,None,258.0,1990-02-11 00:00:00,"72389 Schmidt Place Apt. 885, South Patrickshire",,,,,,,,,,,,,,,72389,South Patrickshire,Unknown
485,Scott Alexander,18,Female,0.0,+6753898181,South Anthonytown,chenderson@johnson.com,2003-07-03 00:00:00,Data Science,0.0,active,0.0,good,256.0,2008-08-19 00:00:00,"495 Ochoa Extensions, East Alexander","['skill', 'effect']",1.0,1.0,3.0,"['main', 'serve']",1.0,432.0,1046.0,laptop,Dell,2015.0,phone,Samsung,2020.0,Unknown,East Alexander,Unknown
486,Unknown,0,Female,0.0,Unknown,Shortbury,Unknown,2000-08-12 00:00:00,Unknown,0.0,pending,3.07,average,260.0,1990-11-26 00:00:00,"127 Wong Locks, South Sarah",,,,,,,,,,,,,,,Unknown,South Sarah,Unknown
487,Linda French,18,Unknown,0.0,+6559775808,New Robert,Unknown,1992-01-27 00:00:00,Data Science,0.0,pending,0.0,None,154.0,2015-03-06 00:00:00,"Apartment 9, Cochranland district, Tashkent, UZ, 100971",,,,,,,,,,,,,,,100971,Tashkent, Cochranland district
488,Darin Butler,22,Female,54.0,Unknown,Hunterview,Unknown,1999-12-30 00:00:00,Unknown,0.0,inactive,0.0,average,253.0,2018-08-07 09:23:00,"BROKEN,ADDRESS,DATA,,,","['send', 'space']",4.0,5.0,2.0,"['concern', 'unit']",5.0,1457.0,1225.0,laptop,Dell,2020.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
489,Unknown,19,Male,0.0,Unknown,South Zachary,yolandarodriguez@hall-baird.com,2010-04-24 01:56:00,Data Science,0.0,active,0.0,excellent,23000.0,1976-12-13 00:00:00,"Port Jayton 7-kv, dom 3, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
490,Unknown,21,Female,59.0,+5924951232,Batesside,kevin16@gmail.com,,Unknown,0.0,inactive,0.0,  excellent  ,198.0,1983-08-29 00:00:00,"80592 Wiley Views Suite 243, East Thomasville","['each', 'team']",2.0,4.0,1.0,"['data', 'question']",4.0,1122.0,940.0,laptop,HP,2024.0,phone,Apple,2023.0,80592,East Thomasville,Unknown
491,Richard Sandoval ,20,Male,0.0,+0015152682891,West Matthew,frankmcguire@galloway.com,1979-02-13 00:00:00,Unknown,92.0,inactive,4.46,good,70.0,1989-11-16 00:00:00,"North James 7-kv, dom 5, Tashkent","['article', 'drug']",1.0,5.0,5.0,"['firm', 'reflect']",2.0,250.0,889.0,laptop,HP,2019.0,phone,Xiaomi,2019.0,Unknown,Tashkent,Unknown
492,Unknown,18,Unknown,0.0,+0015170755970,Rivasstad,Unknown,2000-07-13 00:00:00,Data Science,84.0,active,0.0,None,96.0,1976-05-09 04:44:25,"Apartment 30, North Kimberlymouth district, Tashkent, UZ, 100183",,,,,,,,,,,,,,,100183,Tashkent, North Kimberlymouth district
493,Raymond Schultz ,19,Male,95.0,+0015618042963,North Jordanton,Unknown,2003-01-04 00:00:00,Data Science,0.0,pending,1.1,excellent,163.0,2001-05-06 00:00:00,"38022 Theresa Highway Suite 457, East Markbury",,,,,,,,,,,,,,,38022,East Markbury,Unknown
494,Unknown,20,Male,0.0,+9353142098,West Josephburgh,Unknown,1999-02-28 00:00:00,Unknown,0.0,active,0.0,good,180.0,1995-10-30 02:37:49,UZ 100134 Tashkent Fitzgeraldside,,,,,,,,,,,,,,,100134,Unknown,Unknown
495,Unknown,20,Unknown,93.0,+15996340361,New Carolyn,Unknown,2012-11-11 00:00:00,Data Science,0.0,active,0.0,average,268.0,1982-11-22 18:35:00,UZ 100401 Tashkent Port Christopher,,,,,,,,,,,,,,,100401,Unknown,Unknown
496,Ruth Pierce,20,Unknown,72.0,+7880462945,West Joelstad,Unknown,1977-07-29 00:00:00,Unknown,0.0,pending,0.0,good,221.0,2003-02-07 00:00:00,"655 Hughes Rapid Suite 623, New Kevin","['consumer', 'operation']",4.0,2.0,3.0,"['about', 'this']",2.0,1109.0,913.0,laptop,Dell,2023.0,phone,Samsung,2021.0,Unknown,New Kevin,Unknown
497,Unknown,0,Male,74.0,+3644863509,Destinybury,Unknown,,Python,92.0,pending,0.0,excellent,188.0,1979-11-28 00:00:00,"Apartment 2, Bakerhaven district, Tashkent, UZ, 100284","['hotel', 'serve']",3.0,5.0,5.0,"['realize', 'company']",3.0,818.0,495.0,laptop,Lenovo,2016.0,phone,Xiaomi,2019.0,100284,Tashkent, Bakerhaven district
498,Unknown,21,Male,0.0,Unknown,Angelafurt,ahouston@gmail.com,2021-06-27 00:00:00,Unknown,0.0,inactive,0.0,excellent,151.0,1972-05-26 00:00:00,"27108 Mark Ranch, Jenniferchester","['close', 'class']",5.0,5.0,5.0,"['nice', 'line']",3.0,530.0,583.0,laptop,Lenovo,2015.0,phone,Xiaomi,2021.0,27108,Jenniferchester,Unknown
499,Unknown,0,Male,77.0,+0010896735998,Carolshire,taylorwilliam@knapp.com,,Data Science,0.0,inactive,1.17,average,85.0,,"89583 Crawford Crescent, Port William","['during', 'similar']",2.0,1.0,4.0,"['according', 'race']",5.0,463.0,998.0,laptop,HP,2019.0,phone,Samsung,2023.0,89583,Port William,Unknown
500,Jason Johnson ,19,Female,61.0,+19751428955,Mariachester,Unknown,1979-03-22 07:15:00,Unknown,0.0,active,0.0,excellent,162.0,1971-02-03 14:15:08,"47640 Lambert Camp Apt. 309, Port Keithport",,,,,,,,,,,,,,,47640,Port Keithport,Unknown
501,Dominique Steele ,22,Male,77.0,Unknown,Natalieland,Unknown,1971-08-04 00:00:00,Unknown,0.0,inactive,0.0,good,66.0,1988-09-09 00:00:00,"847 Thompson Fall Suite 006, Pooleburgh","['and', 'have']",4.0,1.0,1.0,"['hope', 'cut']",2.0,983.0,1182.0,laptop,HP,2024.0,phone,Samsung,2024.0,Unknown,Pooleburgh,Unknown
502,Erica Fisher ,21,Unknown,91.0,+16293217183,North Jeffreytown,Unknown,2012-01-07 04:36:30,Unknown,64.0,inactive,0.0,average,277.0,2009-12-12 06:45:00,UZ 100612 Tashkent New Catherinemouth,,,,,,,,,,,,,,,100612,Unknown,Unknown
503,Bonnie Fitzpatrick,20,Female,76.0,Unknown,Lake Allison,goldengregory@garcia.net,2003-02-25 00:00:00,Data Science,0.0,active,0.0,None,165.0,,"Apartment 8, Lake Gregory district, Tashkent, UZ, 100234","['nation', 'great']",3.0,2.0,4.0,"['collection', 'difference']",0.0,531.0,391.0,laptop,Lenovo,2019.0,phone,Apple,2018.0,100234,Tashkent, Lake Gregory district
504,Tara Wood ,21,Female,92.0,+11943872135,Sethtown,troywalters@thornton-obrien.info,2006-02-20 00:00:00,Unknown,0.0,active,0.0,None,9300.0,1975-04-12 11:14:27,"Carrieside 11-kv, dom 25, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
505,Cody Smith,20,Male,0.0,+0017009757215,East Michealstad,reginald97@bell.com,2009-04-27 00:00:00,Data Science,0.0,inactive,0.0,good,190.0,1990-09-28 00:00:00,"West Lindaburgh 28-kv, dom 1, Tashkent","['really', 'coach']",3.0,2.0,1.0,"['opportunity', 'maintain']",1.0,870.0,934.0,laptop,HP,2017.0,phone,Xiaomi,2022.0,Unknown,Tashkent,Unknown
506,Philip Johnson ,18,Unknown,53.0,+19989977232,West Morganton,Unknown,1990-01-30 03:14:00,Unknown,90.0,active,0.0,good,221.0,1986-09-02 00:00:00,UZ 100704 Tashkent South Breannaview,,,,,,,,,,,,,,,100704,Unknown,Unknown
507,Jeremy Gonzales,22,Male,0.0,Unknown,Savagefort,Unknown,,Unknown,0.0,inactive,1.55,None,172.0,1978-05-11 00:00:00,"Port Jose 5-kv, dom 24, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
508,Patrick Morris ,20,Unknown,0.0,+6125131237,Port Erinfort,arianawashington@yahoo.com,2011-11-04 00:00:00,Unknown,0.0,inactive,0.0,  excellent  ,171.0,1998-04-19 03:54:23,"Apartment 46, Rickyport district, Tashkent, UZ, 100191","['pull', 'young']",2.0,2.0,1.0,"['it', 'listen']",5.0,1343.0,1340.0,laptop,HP,2020.0,phone,Apple,2020.0,100191,Tashkent, Rickyport district
509,Unknown,0,Male,0.0,+1321072376,Lake Paul,ywatkins@hotmail.com,1996-02-01 02:27:00,Unknown,0.0,active,0.0,average,204.0,1993-10-27 00:00:00,UZ 100167 Tashkent New Aaron,"['reflect', 'anything']",1.0,2.0,1.0,"['writer', 'huge']",3.0,363.0,751.0,laptop,Dell,2015.0,phone,Samsung,2023.0,100167,Unknown,Unknown
510,Jodi Collins,18,Female,95.0,+2699521256,Gabrielhaven,kylerivera@hotmail.com,1981-09-17 20:59:04,Data Science,98.0,inactive,0.0,None,78.0,,"Reyesfurt 8-kv, dom 19, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
511,Unknown,19,Female,0.0,+5990342124,Smithshire,rachel94@yahoo.com,1995-05-17 00:00:00,Unknown,85.0,inactive,0.0,excellent,105.0,1990-01-07 00:00:00,"Davisville 14-kv, dom 40, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
512,Richard Black,20,Male,63.0,+7156322350,West Donaldfort,Unknown,1989-03-04 00:00:00,Unknown,0.0,active,3.59,  excellent  ,25400.0,1970-01-29 11:05:00,"4538 Frost Mill, North Lisa","['yourself', 'anyone']",2.0,3.0,4.0,"['east', 'opportunity']",2.0,392.0,1135.0,laptop,Dell,2017.0,phone,Samsung,2024.0,Unknown,North Lisa,Unknown
513,Donald Barker,20,Unknown,0.0,Unknown,West Shawnview,Unknown,2022-12-30 04:24:00,Unknown,94.0,inactive,0.0,average,267.0,2012-03-14 15:23:57,"54212 Kyle Club Apt. 536, Fletcherfurt",,,,,,,,,,,,,,,54212,Fletcherfurt,Unknown
514,Logan Molina ,21,Male,0.0,+0075452962,Micheleport,nathan37@howard-parsons.com,1986-05-25 00:00:00,Unknown,0.0,inactive,3.77,average,5700.0,2008-11-05 00:00:00,"Debraville 14-kv, dom 26, Tashkent","['body', 'occur']",2.0,3.0,5.0,"['wide', 'month']",3.0,475.0,947.0,laptop,HP,2024.0,phone,Apple,2018.0,Unknown,Tashkent,Unknown
515,Unknown,22,Female,0.0,Unknown,Steeleshire,rangelmichelle@gmail.com,1970-10-06 00:00:00,Unknown,86.0,inactive,1.33,good,18300.0,1970-03-15 00:00:00,"8384 Michael Knoll Suite 400, Jamesview","['get', 'like']",5.0,3.0,1.0,"['international', 'some']",5.0,352.0,1182.0,laptop,HP,2019.0,phone,Xiaomi,2018.0,Unknown,Jamesview,Unknown
516,Sherry Rivera ,19,Male,93.0,+17524096717,North Tylerhaven,Unknown,2018-08-10 00:00:00,Data Science,65.0,pending,0.0,excellent,281.0,,"Apartment 20, West Briana district, Tashkent, UZ, 100038",,,,,,,,,,,,,,,100038,Tashkent, West Briana district
517,Unknown,20,Male,0.0,Unknown,Port Benjamin,Unknown,1975-10-04 00:00:00,Data Science,0.0,pending,0.0,excellent,103.0,1986-04-10 01:29:00,"Apartment 3, North David district, Tashkent, UZ, 100437","['current', 'truth']",3.0,4.0,2.0,"['know', 'how']",3.0,807.0,408.0,laptop,HP,2021.0,phone,Samsung,2019.0,100437,Tashkent, North David district
518,Unknown,18,Unknown,0.0,+6081511642,South Steven,brianna72@yahoo.com,1973-01-15 00:00:00,Unknown,71.0,active,0.0,excellent,53.0,2016-02-23 00:00:00,"Apartment 41, North Eric district, Tashkent, UZ, 100515","['rule', 'specific']",3.0,2.0,1.0,"['then', 'but']",0.0,1006.0,1059.0,laptop,HP,2020.0,phone,Xiaomi,2020.0,100515,Tashkent, North Eric district
519,Debra Hanson ,19,Male,0.0,Unknown,Sarahton,Unknown,2000-09-09 09:27:00,Data Science,0.0,active,0.0,average,136.0,1996-11-08 00:00:00,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000","['field', 'well']",4.0,5.0,4.0,"['go', 'age']",3.0,742.0,455.0,laptop,Dell,2017.0,phone,Xiaomi,2022.0,100000,Tashkent, Michaelhaven district
520,Unknown,19,Male,63.0,Unknown,Danielfurt,beckjoseph@yates-green.info,,Unknown,0.0,pending,0.0,average,174.0,1987-11-02 00:00:00,"0127 Salazar Hollow, Kimberlyfurt","['mouth', 'perhaps']",4.0,5.0,2.0,"['agent', 'history']",4.0,236.0,1113.0,laptop,Lenovo,2019.0,phone,Apple,2019.0,Unknown,Kimberlyfurt,Unknown
521,Maxwell Smith,18,Male,0.0,+7925460992,New Laura,Unknown,1977-05-23 00:00:00,Unknown,62.0,active,0.0,excellent,245.0,1975-06-18 21:28:17,"Taylorstad 17-kv, dom 5, Tashkent","['consumer', 'there']",5.0,1.0,5.0,"['black', 'step']",3.0,438.0,1056.0,laptop,HP,2019.0,phone,Samsung,2021.0,Unknown,Tashkent,Unknown
